,pll_score,wer,cer,levenshtein
pll_score,0.0,0.3775212035694452,0.39551061295014056,0.38450190743318235
wer,0.3775212035694452,0.0,0.3694583798036032,0.4048067109125079
cer,0.39551061295014056,0.3694583798036032,0.0,0.06871709044816837
levenshtein,0.38450190743318235,0.4048067109125079,0.06871709044816837,0.0
