dataset,dataset_label,image,image_stem,model,model_label,pll_score,wer,cer,levenshtein,gt_source,gt_file,prediction_file,gt_chars,pred_chars
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,ashkenazy,ashkenazy,3922.381534989574,0.5972602739726027,0.2505896226415094,429.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/ashkenazy__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1382
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,biblia9,biblia9,5143.6186387352645,0.7917808219178082,0.2954009433962264,505.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/biblia9__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1535
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,italian_7,italian 7,3915.779604180134,0.3178082191780822,0.07841981132075472,139.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/italian_7__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1667
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,prenumeranten,prenumeranten,4495.977370142937,0.989041095890411,0.6709905660377359,1138.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/prenumeranten__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1211
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,sephardi,sephardi,3477.3177983204223,0.32602739726027397,0.08785377358490566,155.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sephardi__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1643
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,sinai_no_voc_61,sinai no voc 61,4780.825483679771,0.8657534246575342,0.3856132075471698,660.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sinai_no_voc_61__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1503
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001,vat44,vat44,4827.553309260169,0.7150684931506849,0.21580188679245282,371.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/vat44__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_134_Image_0001.xml,1702,1506
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,ashkenazy,ashkenazy,3666.2323775669065,0.36962750716332377,0.09751665657177468,167.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/ashkenazy__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1578
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,biblia9,biblia9,5078.388511445373,0.7191977077363897,0.20775287704421563,347.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/biblia9__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1543
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,italian_7,italian 7,3457.531684473506,0.24641833810888253,0.05875227135069655,100.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/italian_7__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1632
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,prenumeranten,prenumeranten,5403.776875646319,0.9856733524355301,0.6341611144760751,1071.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/prenumeranten__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1466
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,sephardi,sephardi,2990.7877919461316,0.2492836676217765,0.06056935190793458,110.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sephardi__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1592
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,sinai_no_voc_61,sinai no voc 61,4589.199323371053,0.8223495702005731,0.3434282253179891,573.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sinai_no_voc_61__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1447
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001,vat44,vat44,4601.2476020623,0.6848137535816619,0.17201695941853423,286.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/vat44__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_224_Image_0001.xml,1657,1511
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,ashkenazy,ashkenazy,3535.3577719555165,0.42679127725856697,0.12524590163934426,198.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/ashkenazy__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1482
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,biblia9,biblia9,4296.373587921262,0.6510903426791277,0.19278688524590165,300.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/biblia9__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1452
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,italian_7,italian 7,2909.9835514065617,0.2554517133956386,0.06819672131147542,111.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/italian_7__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1515
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,prenumeranten,prenumeranten,5136.9085166454315,0.9968847352024922,0.6334426229508197,986.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/prenumeranten__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1392
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,sephardi,sephardi,3146.2040509954054,0.29906542056074764,0.0760655737704918,125.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sephardi__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1513
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,sinai_no_voc_61,sinai no voc 61,4602.212525606155,0.8068535825545171,0.34098360655737703,527.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/sinai_no_voc_61__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1423
bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001,vat44,vat44,4111.53681420871,0.6386292834890965,0.17442622950819672,272.0,gt,datasets/bnf150amitaitanchuma2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150amitaitanchuma2/vat44__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_375_Image_0001.xml,1531,1445
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,ashkenazy,ashkenazy,3807.9589910679497,0.4247787610619469,0.13213399503722084,240.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/ashkenazy__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1527
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,biblia9,biblia9,4811.533423125744,0.6135693215339233,0.20161290322580644,347.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/biblia9__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1535
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,italian_7,italian 7,3522.3368702109437,0.28023598820059,0.07320099255583126,133.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/italian_7__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1603
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,prenumeranten,prenumeranten,4925.7454384700395,0.9882005899705014,0.6271712158808933,1038.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/prenumeranten__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1302
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,sephardi,sephardi,3501.234547880944,0.3421828908554572,0.09739454094292804,190.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/sephardi__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1555
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,sinai_no_voc_61,sinai no voc 61,4735.49218913386,0.831858407079646,0.33064516129032256,562.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/sinai_no_voc_61__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1422
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001,vat44,vat44,4440.712982894853,0.5722713864306784,0.15446650124069478,269.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/vat44__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_097_Image_0001.xml,1641,1520
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,ashkenazy,ashkenazy,4035.9938604292693,0.5,0.18412698412698414,312.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/ashkenazy__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1425
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,biblia9,biblia9,5201.884979931638,0.7781065088757396,0.28253968253968254,457.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/biblia9__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1499
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,italian_7,italian 7,3541.8133800475043,0.31952662721893493,0.10285714285714286,177.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/italian_7__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1539
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,prenumeranten,prenumeranten,5147.716719567776,0.9940828402366864,0.6374603174603175,1011.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/prenumeranten__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1374
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,sephardi,sephardi,3574.9617526055663,0.3609467455621302,0.12444444444444444,219.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/sephardi__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1491
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,sinai_no_voc_61,sinai no voc 61,4590.825422644615,0.8609467455621301,0.36063492063492064,586.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/sinai_no_voc_61__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1403
bnf150test2,BNF 150 test 2,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.tif,Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001,vat44,vat44,4599.787573198788,0.7100591715976331,0.2342857142857143,387.0,gt,datasets/bnf150test2/gt/Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.txt,analysis_results/full_run_20260613/predictions/bnf150test2/vat44__Midrach_rabba_Nombres_(hébreu)__btv1b105399567_Page_098_Image_0001.xml,1595,1414
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,ashkenazy,ashkenazy,99999.0,0.9672131147540983,0.7120253164556962,673.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,337
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,biblia9,biblia9,3288.8168376088142,0.9781420765027322,0.46624472573839665,450.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,882
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,italian_7,italian 7,2975.8506830111146,0.7923497267759563,0.27848101265822783,266.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,910
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,prenumeranten,prenumeranten,3170.782289963332,0.994535519125683,0.669831223628692,637.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,805
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,sephardi,sephardi,3014.5173840522766,0.8852459016393442,0.3691983122362869,349.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,861
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,sinai_no_voc_61,sinai no voc 61,2688.3691046237946,0.9398907103825137,0.46835443037974683,444.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,750
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r,vat44,vat44,3151.837393760681,0.8907103825136612,0.3987341772151899,381.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00007_fol-1r.xml,947,834
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v,ashkenazy,ashkenazy,2716.646103322506,0.9086294416243654,0.4821973550356053,471.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.xml,977,699
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v,biblia9,biblia9,3590.466460466385,0.9390862944162437,0.392675483214649,393.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.xml,977,971
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v,italian_7,italian 7,3173.6409240961075,0.6598984771573604,0.21871820956256358,216.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.xml,977,952
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v,prenumeranten,prenumeranten,3730.4839843083173,0.9898477157360406,0.6927772126144456,688.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.xml,977,999
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v,sephardi,sephardi,3097.307630330324,0.7106598984771574,0.26042726347914547,251.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00008_fol-1v.xml,977,937
