dataset,dataset_label,image,image_stem,model,model_label,pll_score,wer,cer,levenshtein,gt_source,gt_file,prediction_file,gt_chars,pred_chars
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,ashkenazy,ashkenazy,99999.0,0.8963730569948186,0.41993637327677624,399.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,678
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,biblia9,biblia9,99999.0,0.9119170984455959,0.37645811240721105,368.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,940
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,italian_7,italian 7,99999.0,0.6321243523316062,0.18133616118769882,176.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,941
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,prenumeranten,prenumeranten,99999.0,1.0,0.6755037115588547,647.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,902
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,sephardi,sephardi,99999.0,0.772020725388601,0.2523860021208908,246.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,916
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,sinai_no_voc_61,sinai no voc 61,99999.0,0.927461139896373,0.44750795334040294,424.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,761
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v,vat44,vat44,99999.0,0.8704663212435233,0.3425238600212089,320.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00028_fol-11v.xml,942,892
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,ashkenazy,ashkenazy,102189.59901043028,0.8504672897196262,0.38740458015267176,407.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,829
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,biblia9,biblia9,102524.23082864285,0.8271028037383178,0.32538167938931295,345.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,1026
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,italian_7,italian 7,102205.36686650105,0.5841121495327103,0.16412213740458015,178.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,1026
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,prenumeranten,prenumeranten,102831.4705621514,0.9813084112149533,0.6583969465648855,702.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,1021
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,sephardi,sephardi,102264.95006735157,0.6121495327102804,0.21374045801526717,232.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,1014
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,sinai_no_voc_61,sinai no voc 61,102214.23248568666,0.897196261682243,0.3893129770992366,406.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,910
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r,vat44,vat44,102523.40560024977,0.7710280373831776,0.2776717557251908,290.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00029_fol-12r.xml,1046,1000
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,ashkenazy,ashkenazy,103572.67486788332,0.631578947368421,0.19812925170068027,241.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1138
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,biblia9,biblia9,103832.66845014691,0.7651821862348178,0.2508503401360544,308.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1130
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,italian_7,italian 7,103261.34445020556,0.46153846153846156,0.12755102040816327,162.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1191
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,prenumeranten,prenumeranten,104227.0138583578,0.9838056680161943,0.6479591836734694,773.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1149
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,sephardi,sephardi,103268.28234186023,0.5384615384615384,0.14540816326530612,184.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1164
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,sinai_no_voc_61,sinai no voc 61,103615.96079030744,0.854251012145749,0.35374149659863946,423.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1097
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r,vat44,vat44,103812.09105402231,0.7611336032388664,0.24829931972789115,301.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00411_fol-203r.xml,1183,1116
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,ashkenazy,ashkenazy,3646.2509863376617,0.6942148760330579,0.21452991452991452,263.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1127
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,biblia9,biblia9,3914.90545463562,0.7892561983471075,0.2692307692307692,335.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1122
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,italian_7,italian 7,3345.1550430869684,0.5289256198347108,0.14444444444444443,192.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1194
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,prenumeranten,prenumeranten,4262.1369932695525,0.9752066115702479,0.611965811965812,732.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1122
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,sephardi,sephardi,3268.7536672622155,0.5785123966942148,0.1564102564102564,207.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1165
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,sinai_no_voc_61,sinai no voc 61,3521.41441321373,0.8636363636363636,0.3367521367521368,402.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1041
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v,vat44,vat44,3874.6169886365533,0.8347107438016529,0.25982905982905985,319.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00412_fol-203v.xml,1178,1104
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,ashkenazy,ashkenazy,3461.1936067193747,0.6481481481481481,0.20279720279720279,229.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1085
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,biblia9,biblia9,3920.335259886342,0.7916666666666666,0.2666083916083916,324.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1117
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,italian_7,italian 7,3136.1532765439915,0.47685185185185186,0.11975524475524475,152.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1161
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,prenumeranten,prenumeranten,4238.688782216748,0.9907407407407407,0.6354895104895105,738.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1111
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,sephardi,sephardi,3325.272877642419,0.5833333333333334,0.16083916083916083,201.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1153
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,sinai_no_voc_61,sinai no voc 61,3485.5328933022683,0.8333333333333334,0.34353146853146854,386.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1039
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r,vat44,vat44,3740.145287791267,0.75,0.2395104895104895,272.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00413_fol-204r.xml,1134,1091
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,ashkenazy,ashkenazy,3177.2100943922997,0.8312236286919831,0.3923404255319149,453.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,925
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,biblia9,biblia9,3980.819914497435,0.8776371308016878,0.3506382978723404,424.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1124
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,italian_7,italian 7,3592.433175522834,0.6751054852320675,0.18638297872340426,230.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1173
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,prenumeranten,prenumeranten,4044.634503821144,0.9789029535864979,0.6417021276595745,764.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1067
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,sephardi,sephardi,3370.149695894681,0.6540084388185654,0.225531914893617,263.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1123
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,sinai_no_voc_61,sinai no voc 61,3419.868948243966,0.890295358649789,0.38382978723404254,442.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1023
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v,vat44,vat44,3804.7032740414143,0.8523206751054853,0.3191489361702128,376.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00414_fol-204v.xml,1166,1070
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,ashkenazy,ashkenazy,2919.026431452483,0.8798283261802575,0.44112478031634444,499.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/ashkenazy__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,806
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,biblia9,biblia9,3815.9756066799164,0.8583690987124464,0.3400702987697715,390.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/biblia9__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,1062
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,italian_7,italian 7,3058.9117794930935,0.5965665236051502,0.1766256590509666,202.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/italian_7__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,1116
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,prenumeranten,prenumeranten,2847.441669959575,0.9871244635193133,0.695079086115993,784.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/prenumeranten__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,709
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,sephardi,sephardi,3140.460479208734,0.6137339055793991,0.20650263620386644,238.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sephardi__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,1082
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,sinai_no_voc_61,sinai no voc 61,3547.02408997342,0.8669527896995708,0.4007029876977153,453.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/sinai_no_voc_61__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,1054
bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.jpg,Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r,vat44,vat44,3696.8199258446693,0.8412017167381974,0.3031634446397188,342.0,gt,datasets/bodleianoppenheimad/gt/Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.txt,analysis_results/full_run_20260613/predictions/bodleianoppenheimad/vat44__Bodleian-Library-MS-Oppenheim-Add-4-128_00415_fol-205r.xml,1135,997
