dataset,dataset_label,image,image_stem,model,model_label,pll_score,wer,cer,levenshtein,gt_source,gt_file,prediction_file,gt_chars,pred_chars,issue
printeditionmantoue1544,Print edition Mantoue 1544,Mantoue1544_-006.png,Mantoue1544_-006,italian_7,italian 7,99999.0,0.9720624486442072,0.7406239046617595,4234.0,gt,datasets/printeditionmantoue1544/gt/Mantoue1544_-006.txt,analysis_results/full_run_20260613/predictions/printeditionmantoue1544/italian_7__Mantoue1544_-006.xml,5721,5678,fallback_penalty
printeditionmantoue1544,Print edition Mantoue 1544,Mantoue1544_-006.png,Mantoue1544_-006,prenumeranten,prenumeranten,99999.0,0.9794576828266228,0.736242551699965,4213.0,gt,datasets/printeditionmantoue1544/gt/Mantoue1544_-006.txt,analysis_results/full_run_20260613/predictions/printeditionmantoue1544/prenumeranten__Mantoue1544_-006.xml,5721,5277,fallback_penalty
printeditionmantoue1544,Print edition Mantoue 1544,Mantoue1544_-006.png,Mantoue1544_-006,sephardi,sephardi,99999.0,0.9556285949055052,0.7381703470031545,4218.0,gt,datasets/printeditionmantoue1544/gt/Mantoue1544_-006.txt,analysis_results/full_run_20260613/predictions/printeditionmantoue1544/sephardi__Mantoue1544_-006.xml,5721,5679,fallback_penalty
printeditionmantoue1544,Print edition Mantoue 1544,Mantoue1544_-006.png,Mantoue1544_-006,sinai_no_voc_61,sinai no voc 61,99999.0,0.9687756778964668,0.7336137399228881,4201.0,gt,datasets/printeditionmantoue1544/gt/Mantoue1544_-006.txt,analysis_results/full_run_20260613/predictions/printeditionmantoue1544/sinai_no_voc_61__Mantoue1544_-006.xml,5721,5526,fallback_penalty
printeditionmantoue1544,Print edition Mantoue 1544,Mantoue1544_-006.png,Mantoue1544_-006,vat44,vat44,105014.51928437594,0.9778142974527528,0.7485103399929899,4278.0,gt,datasets/printeditionmantoue1544/gt/Mantoue1544_-006.txt,analysis_results/full_run_20260613/predictions/printeditionmantoue1544/vat44__Mantoue1544_-006.xml,5721,5451,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,ashkenazy,ashkenazy,99999.0,0.6898550724637681,0.3215859030837004,509.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/ashkenazy__9_04b5d_default.xml,1588,1348,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,biblia9,biblia9,99999.0,0.7768115942028986,0.34235368156073,557.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/biblia9__9_04b5d_default.xml,1588,1671,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,italian_7,italian 7,99999.0,0.6231884057971014,0.2573945877910635,410.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/italian_7__9_04b5d_default.xml,1588,1712,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,prenumeranten,prenumeranten,99999.0,0.982608695652174,0.6702328508495909,1065.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/prenumeranten__9_04b5d_default.xml,1588,1192,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,sephardi,sephardi,99999.0,0.4985507246376812,0.1774701069855254,281.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/sephardi__9_04b5d_default.xml,1588,1634,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,sinai_no_voc_61,sinai no voc 61,99999.0,0.7710144927536232,0.3536815607300189,560.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/sinai_no_voc_61__9_04b5d_default.xml,1588,1668,fallback_penalty
vat44,Vat 44,9_04b5d_default.jpg,9_04b5d_default,vat44,vat44,99999.0,0.7478260869565218,0.3146633102580239,512.0,gt,datasets/vat44/gt/9_04b5d_default.txt,analysis_results/full_run_20260613/predictions/vat44/vat44__9_04b5d_default.xml,1588,1601,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,ashkenazy,ashkenazy,105831.2444241643,0.9245283018867924,0.3290155440414508,639.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/ashkenazy__0029_FL138498464.xml,1930,2046,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,biblia9,biblia9,105970.42203551532,0.8787061994609164,0.3347150259067357,651.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/biblia9__0029_FL138498464.xml,1930,2080,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,italian_7,italian 7,105544.72142674262,0.9191374663072776,0.2974093264248704,567.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/italian_7__0029_FL138498464.xml,1930,2100,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,prenumeranten,prenumeranten,106128.01949444412,0.9110512129380054,0.3865284974093264,770.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/prenumeranten__0029_FL138498464.xml,1930,1891,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,sephardi,sephardi,106102.21747640148,1.0404312668463611,0.3316062176165803,636.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/sephardi__0029_FL138498464.xml,1930,2169,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,sinai_no_voc_61,sinai no voc 61,104751.77986413566,0.5283018867924528,0.1590673575129533,305.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/sinai_no_voc_61__0029_FL138498464.xml,1930,2022,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0029_FL138498464.jpg,0029_FL138498464,vat44,vat44,106524.84134728462,0.9110512129380054,0.4015544041450777,776.0,gt,datasets/vaybertaytshexperiment/gt/0029_FL138498464.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/vat44__0029_FL138498464.xml,1930,1973,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,ashkenazy,ashkenazy,100140.8580994606,0.8256130790190735,0.2547322877230936,464.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/ashkenazy__0033_FL138498468.xml,1847,1831,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,biblia9,biblia9,105485.49823894724,0.784741144414169,0.261763115197404,486.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/biblia9__0033_FL138498468.xml,1847,1868,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,italian_7,italian 7,100145.1579670906,0.779291553133515,0.2217414818820984,397.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/italian_7__0033_FL138498468.xml,1847,1901,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,prenumeranten,prenumeranten,100158.5567266941,0.896457765667575,0.3542455381287182,679.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/prenumeranten__0033_FL138498468.xml,1847,1745,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,sephardi,sephardi,100175.40281653404,0.9100817438692098,0.2666306111411574,488.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/sephardi__0033_FL138498468.xml,1847,1925,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,sinai_no_voc_61,sinai no voc 61,100113.26022362708,0.1989100817438692,0.0443482963764196,82.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/sinai_no_voc_61__0033_FL138498468.xml,1847,1844,fallback_penalty
vaybertaytshexperiment,Vayber Taytsh experiment,0033_FL138498468.jpg,0033_FL138498468,vat44,vat44,100174.71249437332,0.9182561307901907,0.3520822065981612,649.0,gt,datasets/vaybertaytshexperiment/gt/0033_FL138498468.txt,analysis_results/full_run_20260613/predictions/vaybertaytshexperiment/vat44__0033_FL138498468.xml,1847,1795,fallback_penalty
