row_metric,pll_score,wer,cer,levenshtein
pll_score,0.0,0.41818572958095546,0.3716420031672965,0.30477759697951
wer,0.41818572958095546,0.0,0.31448433841126416,0.29247482160734595
cer,0.3716420031672965,0.31448433841126416,0.0,0.24951025548905834
levenshtein,0.30477759697951,0.29247482160734595,0.24951025548905834,0.0
