variant,variant_description,dataset,dataset_label,pages,rows,row_metric,col_metric,pearson_r
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,wer,pll_score,0.44196121765385227
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,wer,cer,0.9168037513838937
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,wer,levenshtein,0.916285506859293
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,cer,pll_score,0.3192047500882294
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,cer,wer,0.9168037513838937
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,cer,levenshtein,0.9999787957127388
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,levenshtein,pll_score,0.31623066631568236
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,levenshtein,wer,0.916285506859293
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,levenshtein,cer,0.9999787957127388
base_valid_all_pages,Base-valid rows before removing diagnostic pages,oppaddfol3test2,Oppenheim Add. Fol. 3 test 2,1,7,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,pll_score,wer,0.013395632403948287
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,pll_score,cer,0.29755833457707037
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,pll_score,levenshtein,0.4476137715398327
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,wer,pll_score,0.013395632403948287
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,wer,cer,0.659188796697836
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,wer,levenshtein,0.3905170411511867
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,cer,pll_score,0.29755833457707037
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,cer,wer,0.659188796697836
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,cer,levenshtein,0.890616187803492
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,levenshtein,pll_score,0.4476137715398327
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,levenshtein,wer,0.3905170411511867
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,levenshtein,cer,0.890616187803492
base_valid_all_pages,Base-valid rows before removing diagnostic pages,parma3122test2,Parma 3122 test 2,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,wer,0.8762647512473437
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,cer,0.9147492621874814
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,pll_score,levenshtein,0.9130797770763756
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,pll_score,0.8762647512473437
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,cer,0.8840299367704479
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,wer,levenshtein,0.8789234572111333
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,pll_score,0.9147492621874814
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,wer,0.8840299367704479
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,cer,levenshtein,0.9983879652461665
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,pll_score,0.9130797770763756
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,wer,0.8789234572111333
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,cer,0.9983879652461665
base_valid_all_pages,Base-valid rows before removing diagnostic pages,seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,pll_score,wer,-0.09225515231344725
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,pll_score,cer,0.7328207782908673
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,pll_score,levenshtein,0.7422098534465923
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,wer,pll_score,-0.09225515231344725
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,wer,cer,0.12396146070361162
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,wer,levenshtein,0.04153739832157016
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,cer,pll_score,0.7328207782908673
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,cer,wer,0.12396146070361162
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,cer,levenshtein,0.7337443174596314
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,levenshtein,pll_score,0.7422098534465923
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,levenshtein,wer,0.04153739832157016
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,levenshtein,cer,0.7337443174596314
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatebr34,Vat Ebr 34,6,42,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,wer,0.6471075499453295
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,cer,0.8895993586722607
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,pll_score,levenshtein,0.89069120416425
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,pll_score,0.6471075499453295
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,cer,0.6592359335319012
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,wer,levenshtein,0.6764523432616126
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,pll_score,0.8895993586722607
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,wer,0.6592359335319012
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,cer,levenshtein,0.9525300040482891
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,pll_score,0.89069120416425
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,wer,0.6764523432616126
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,cer,0.9525300040482891
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican34midrashtanchu,Vatican 34 Midrash Tanchuma,2,14,levenshtein,levenshtein,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,pll_score,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,wer,0.9795480791641239
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,cer,0.9039886785051743
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,pll_score,levenshtein,0.9136818483366848
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,pll_score,0.9795480791641239
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,wer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,cer,0.9535368713951383
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,wer,levenshtein,0.9548860061450747
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,pll_score,0.9039886785051743
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,wer,0.9535368713951383
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,cer,1.0
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,cer,levenshtein,0.9976775454045145
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,pll_score,0.9136818483366848
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,wer,0.9548860061450747
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,cer,0.9976775454045145
base_valid_all_pages,Base-valid rows before removing diagnostic pages,vatican44amitaimidrashtanchu,Vatican 44 Amitai Midrash Tanchuma,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,wer,0.9094292077004185
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,cer,0.735766774224775
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,pll_score,levenshtein,0.7340880218716392
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,pll_score,0.9094292077004185
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,cer,0.9027970615010067
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,wer,levenshtein,0.8986238734789721
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,pll_score,0.735766774224775
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,wer,0.9027970615010067
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,cer,levenshtein,0.9979019861572047
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,pll_score,0.7340880218716392
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,wer,0.8986238734789721
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,cer,0.9979019861572047
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150amitaitanchuma2,BNF 150 Amitai Tanchuma 2,3,21,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,wer,0.9211282834658691
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,cer,0.7672774139136926
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,pll_score,levenshtein,0.7618973786313461
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,pll_score,0.9211282834658691
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,cer,0.918735705958603
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,wer,levenshtein,0.9173425230625007
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,pll_score,0.7672774139136926
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,wer,0.918735705958603
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,cer,levenshtein,0.9991560035724298
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,pll_score,0.7618973786313461
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,wer,0.9173425230625007
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,cer,0.9991560035724298
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bnf150test2,BNF 150 test 2,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,pll_score,wer,0.24904246092491225
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,pll_score,cer,0.2697823975143667
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,pll_score,levenshtein,0.4542643471678884
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,wer,pll_score,0.24904246092491225
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,wer,cer,0.9077986060816706
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,wer,levenshtein,0.8665657018694055
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,cer,pll_score,0.2697823975143667
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,cer,wer,0.9077986060816706
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,cer,levenshtein,0.9666457977888525
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,levenshtein,pll_score,0.4542643471678884
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,levenshtein,wer,0.8665657018694055
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,levenshtein,cer,0.9666457977888525
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,bodleianoppenheimad,Bodleian Oppenheim Add. 4-128,10,64,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,wer,0.7169072660006279
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,cer,0.4529141482158572
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,pll_score,levenshtein,0.44609896589884823
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,pll_score,0.7169072660006279
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,cer,0.8945628393964934
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,wer,levenshtein,0.8975505361914954
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,pll_score,0.4529141482158572
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,wer,0.8945628393964934
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,cer,levenshtein,0.9986354684089069
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,pll_score,0.44609896589884823
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,wer,0.8975505361914954
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,cer,0.9986354684089069
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,2,14,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,pll_score,wer,0.4789550920736236
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,pll_score,cer,0.43846136306022365
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,pll_score,levenshtein,0.5414603092097248
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,wer,pll_score,0.4789550920736236
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,wer,wer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,wer,cer,0.9030107911048156
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,wer,levenshtein,0.8943875450748795
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,cer,pll_score,0.43846136306022365
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,cer,wer,0.9030107911048156
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,cer,cer,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,cer,levenshtein,0.9868738006137647
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,levenshtein,pll_score,0.5414603092097248
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,levenshtein,wer,0.8943875450748795
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,levenshtein,cer,0.9868738006137647
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,mshuntington115,Bodleian MS Huntington 115,9,59,levenshtein,levenshtein,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munich229amitaitanchuma2,Munich 229 Amitai Tanchuma 2,2,14,pll_score,pll_score,1.0
base_valid_after_worst20_trim,Base-valid rows after removing the worst 20% diagnostic pages,munich229amitaitanchuma2,Munich 229 Amitai Tanchuma 2,2,14,pll_score,wer,0.40336901443905393
