,pll_score,wer,cer,levenshtein
pll_score,1.0,0.9211282834658691,0.7672774139136926,0.7618973786313461
wer,0.9211282834658691,1.0,0.918735705958603,0.9173425230625007
cer,0.7672774139136926,0.918735705958603,1.0,0.9991560035724298
levenshtein,0.7618973786313461,0.9173425230625007,0.9991560035724298,1.0
