,pll_score,wer,cer,levenshtein
pll_score,1.0,0.4475546859223599,0.6500503267669424,0.7435784141642835
wer,0.4475546859223599,1.0,0.7646899662322987,0.662357603333227
cer,0.6500503267669424,0.7646899662322987,1.0,0.9087204770002183
levenshtein,0.7435784141642835,0.662357603333227,0.9087204770002183,1.0
