row_metric,pll_score,wer,cer,levenshtein
pll_score,1.0,0.6493135946132705,0.6762314662541279,0.7134394051053629
wer,0.6493135946132705,1.0,0.8453256638355339,0.8457789946077986
cer,0.6762314662541279,0.8453256638355339,1.0,0.9275602121345506
levenshtein,0.7134394051053629,0.8457789946077986,0.9275602121345506,1.0
