,pll_score,wer,cer,levenshtein
pll_score,1.0,0.3483551746879384,0.2453085052356472,0.7313755070447399
wer,0.3483551746879384,1.0,0.9078601096984986,0.6918160052819574
cer,0.2453085052356472,0.9078601096984986,1.0,0.7418796621711267
levenshtein,0.7313755070447399,0.6918160052819574,0.7418796621711267,1.0
