,pll_score,wer,cer,levenshtein
pll_score,1.0,0.8762647512473437,0.9147492621874814,0.9130797770763756
wer,0.8762647512473437,1.0,0.8840299367704479,0.8789234572111333
cer,0.9147492621874814,0.8840299367704479,1.0,0.9983879652461665
levenshtein,0.9130797770763756,0.8789234572111333,0.9983879652461665,1.0
