row_metric,pll_score,wer,cer,levenshtein
pll_score,0.0,0.4023613208155596,0.2865944087163818,0.2601984430538768
wer,0.4023613208155596,0.0,0.2578695898362962,0.22471093194127445
cer,0.2865944087163818,0.2578695898362962,0.0,0.10989518986836636
levenshtein,0.2601984430538768,0.22471093194127445,0.10989518986836636,0.0
