,pll_score,wer,cer,levenshtein
pll_score,1.0,0.7169072660006279,0.4529141482158572,0.44609896589884823
wer,0.7169072660006279,1.0,0.8945628393964934,0.8975505361914954
cer,0.4529141482158572,0.8945628393964934,1.0,0.9986354684089069
levenshtein,0.44609896589884823,0.8975505361914954,0.9986354684089069,1.0
