dataset,dataset_label,image,image_stem,model,model_label,pll_score,wer,cer,levenshtein,gt_source,gt_file,prediction_file,gt_chars,pred_chars,pll_per_pred_char,pll_per_gt_char,pll_per_char_mean,pred_lines_xml,page_weighted_wc,page_mean_wc,page_string_count,gt_lines_text,len_ratio,line_ratio,base_valid,page_high_confidence,page_complete_high_confidence,removed_by_worst_page_trim,keep_after_worst_page_trim,page_diagnostic_count,selected_run
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,biblia9,biblia9,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,italian_7,italian 7,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,prenumeranten,prenumeranten,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,sephardi,sephardi,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,sinai_no_voc_61,sinai no voc 61,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,207_414bf_default.jpg,207_414bf_default,vat44,vat44,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/207_414bf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,ashkenazy,ashkenazy,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,biblia9,biblia9,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,italian_7,italian 7,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,prenumeranten,prenumeranten,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,sephardi,sephardi,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,sinai_no_voc_61,sinai no voc 61,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,216_b2421_default.jpg,216_b2421_default,vat44,vat44,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/216_b2421_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,ashkenazy,ashkenazy,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,biblia9,biblia9,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,italian_7,italian 7,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,prenumeranten,prenumeranten,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,sephardi,sephardi,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,sinai_no_voc_61,sinai no voc 61,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,318_48b41_default.jpg,318_48b41_default,vat44,vat44,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/318_48b41_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,ashkenazy,ashkenazy,8214.339398304466,0.6722972972972973,0.2215589887640449,648.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/ashkenazy__345_cf387_default.xml,2865,2642,3.109136789668609,2.867134170437859,2.9832356630849706,31,0.9341855161230525,0.9341855161230525,528,31,0.9221640488656196,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,biblia9,biblia9,8657.059285845608,0.9273648648648648,0.4708567415730337,1360.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/biblia9__345_cf387_default.xml,2865,2333,3.71069836512885,3.0216611817960235,3.330919309675109,31,0.9352770206102704,0.9352770206102704,397,31,0.8143106457242583,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,italian_7,italian 7,8175.008046858944,0.606418918918919,0.1836376404494382,540.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/italian_7__345_cf387_default.xml,2865,2740,2.9835795791456,2.853405950038026,2.917041229922906,31,0.9410335273713026,0.9410335273713026,548,31,0.956369982547993,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,prenumeranten,prenumeranten,8391.60734995734,0.9898648648648648,0.6671348314606742,1912.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/prenumeranten__345_cf387_default.xml,2865,2325,3.609293483852619,2.9290078010322302,3.2337600577870287,31,0.546409482935734,0.546409482935734,405,31,0.8115183246073299,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,sephardi,sephardi,8032.250771864667,0.6317567567567568,0.2047050561797752,600.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/sephardi__345_cf387_default.xml,2865,2695,2.980427002547186,2.8035779308428155,2.88929883880024,31,0.9410412395785126,0.9410412395785126,556,31,0.9406631762652704,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,sinai_no_voc_61,sinai no voc 61,8125.272711120546,0.9307432432432432,0.4006320224719101,1164.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/sinai_no_voc_61__345_cf387_default.xml,2865,2339,3.473823305310195,2.836046321508044,3.12270280980805,31,0.942695480819672,0.942695480819672,375,31,0.8164048865619546,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,345_cf387_default.jpg,345_cf387_default,vat44,vat44,9022.746613025663,0.8969594594594594,0.3419943820224719,990.0,gt,datasets/huntingtonamitaitanchuma2/gt/345_cf387_default.txt,analysis_results/full_run_20260613/predictions/huntingtonamitaitanchuma2/vat44__345_cf387_default.xml,2865,2415,3.7361269619153887,3.1493007375307727,3.417707050388509,31,0.917608446604148,0.917608446604148,362,31,0.8429319371727748,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,ashkenazy,ashkenazy,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,biblia9,biblia9,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,italian_7,italian 7,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,prenumeranten,prenumeranten,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,sephardi,sephardi,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,sinai_no_voc_61,sinai no voc 61,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
huntingtonamitaitanchuma2,Huntington Amitai Tanchuma 2,380_52bbf_default.jpg,380_52bbf_default,vat44,vat44,,,,,gt,datasets/huntingtonamitaitanchuma2/gt/380_52bbf_default.txt,,0,0,,,,0,,,0,0,0.0,0.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,ashkenazy,ashkenazy,2202.805610142648,0.8787878787878788,0.423728813559322,250.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/ashkenazy__145_cbccf_default.xml,590,634,3.4744567983322527,3.7335688307502513,3.59935557212851,21,0.8698398263462204,0.8698398263462204,142,21,1.0745762711864406,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,biblia9,biblia9,3084.5557896494865,1.0606060606060606,0.6966101694915254,423.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/biblia9__145_cbccf_default.xml,590,776,3.974943027898823,5.228060660422859,4.516187100511694,21,0.9321403236082616,0.9321403236082616,150,21,1.3152542372881355,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,italian_7,italian 7,2928.506695959717,1.2348484848484849,0.7966101694915254,469.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/italian_7__145_cbccf_default.xml,590,952,3.076162495756005,4.963570671118164,3.79832256285307,21,0.936114645280136,0.936114645280136,205,21,1.6135593220338984,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,prenumeranten,prenumeranten,2479.5034162700176,1.0,0.7457627118644068,452.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/prenumeranten__145_cbccf_default.xml,590,606,4.091589795825112,4.202548163169522,4.14632678306023,21,0.5095730931222892,0.5095730931222892,137,21,1.0271186440677966,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,sephardi,sephardi,2691.6261440385133,1.1363636363636365,0.7237288135593221,425.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/sephardi__145_cbccf_default.xml,590,907,2.967614271266277,4.562078210234768,3.596026912543104,21,0.9223476415003282,0.9223476415003282,196,21,1.5372881355932204,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,sinai_no_voc_61,sinai no voc 61,100718.73521244526,0.9848484848484848,0.6,355.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/sinai_no_voc_61__145_cbccf_default.xml,590,456,220.87441932553784,170.70972069905977,192.57884361844216,21,0.900585583280534,0.900585583280534,96,21,0.7728813559322034,1.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,145_cbccf_default.jpg,145_cbccf_default,vat44,vat44,3028.17467713356,0.946969696969697,0.6745762711864407,411.0,gt,datasets/munichstaatsbibliothektest2/gt/145_cbccf_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/vat44__145_cbccf_default.xml,590,729,4.153874728578272,5.132499452768746,4.59162195168091,21,0.8636396920019229,0.8636396920019229,97,21,1.235593220338983,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,ashkenazy,ashkenazy,2133.8395534455776,0.956896551724138,0.4383838383838384,217.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/ashkenazy__146_899d5_default.xml,492,581,3.672701468925263,4.337072263100768,3.9773337436077862,21,0.8569326599506839,0.8569326599506839,142,21,1.1808943089430894,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,biblia9,biblia9,3083.0817334651947,1.2413793103448276,0.896969696969697,454.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/biblia9__146_899d5_default.xml,492,751,4.105301908741937,6.266426287530884,4.960710753765397,21,0.9213932123905176,0.9213932123905176,152,21,1.5264227642276422,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,italian_7,italian 7,2886.7601320296526,1.4224137931034482,0.9676767676767676,481.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/italian_7__146_899d5_default.xml,492,917,3.1480481265317914,5.867398642336692,4.09760132296615,21,0.9327445068282404,0.9327445068282404,205,21,1.863821138211382,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,prenumeranten,prenumeranten,2346.396169871092,1.0172413793103448,0.7878787878787878,400.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/prenumeranten__146_899d5_default.xml,492,547,4.289572522616256,4.769097906242057,4.516643252879869,21,0.53115781127454,0.53115781127454,124,21,1.1117886178861789,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,sephardi,sephardi,2769.804094865918,1.3017241379310345,0.8949494949494949,445.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/sephardi__146_899d5_default.xml,492,872,3.176380842736145,5.629683119646175,4.061296326782872,21,0.927764051583814,0.927764051583814,193,21,1.772357723577236,1.0,True,True,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,sinai_no_voc_61,sinai no voc 61,100041.62174415588,0.956896551724138,0.6141414141414141,301.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/sinai_no_voc_61__146_899d5_default.xml,492,313,319.6217947097632,203.33662956129243,248.5506130289587,21,0.9081863184681634,0.9081863184681634,73,21,0.6361788617886179,1.0,False,False,False,False,True,51,full_run_20260617_selected_handwritings
munichstaatsbibliothektest2,Munich Staatsbibliothek test 2,146_899d5_default.jpg,146_899d5_default,vat44,vat44,2877.4964541196823,0.8706896551724138,0.7636363636363637,387.0,gt,datasets/munichstaatsbibliothektest2/gt/146_899d5_default.txt,analysis_results/full_run_20260613/predictions/munichstaatsbibliothektest2/vat44__146_899d5_default.xml,492,705,4.081555254070471,5.848570028698541,4.807847041135643,21,0.8643424275566655,0.8643424275566655,101,21,1.4329268292682926,1.0,True,False,False,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,ashkenazy,ashkenazy,4735.030038945377,0.4257142857142857,0.12013165112452,223.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/ashkenazy__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1771,2.6736476786817485,2.5988090224727647,2.6356972106570424,28,0.9543066039904944,0.9543066039904944,336,31,0.9720087815587268,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,biblia9,biblia9,5451.222968712449,0.6857142857142857,0.2111903455842018,391.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/biblia9__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1745,3.1239100107234665,2.9918896644964046,3.0564748913442386,28,0.9585946964970434,0.9585946964970434,324,31,0.9577387486278814,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,italian_7,italian 7,4650.959902421106,0.24,0.0658255622600109,120.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/italian_7__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1798,2.586740768866021,2.5526673449073027,2.569591106310003,28,0.9663755975021276,0.9663755975021276,346,31,0.986827661909989,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,prenumeranten,prenumeranten,6052.412311967928,0.9828571428571428,0.6215030170049369,1151.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/prenumeranten__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1652,3.6636878401742905,3.321850884724439,3.4844054760897687,28,0.5603662187036514,0.5603662187036514,333,31,0.9066959385290888,0.9032258064516128,True,False,False,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,sephardi,sephardi,4576.786027546041,0.48,0.1300054854635216,241.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/sephardi__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1764,2.5945499022369845,2.511957205019781,2.5525856260714117,28,0.9578791404015726,0.9578791404015726,341,31,0.9681668496158068,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,sinai_no_voc_61,sinai no voc 61,5443.496830940247,0.8285714285714286,0.3170597915523861,577.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/sinai_no_voc_61__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1637,3.325288229041079,2.987649193710344,3.1474396247124874,28,0.9500245303851476,0.9500245303851476,294,31,0.898463227222832,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812,vat44,vat44,5344.658327683806,0.6514285714285715,0.1865057597366977,343.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/vat44__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030812.xml,1822,1711,3.123704458026772,2.9334019361601573,3.0255637292294404,28,0.9414781547883286,0.9414781547883286,288,31,0.9390779363336992,0.9032258064516128,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815,ashkenazy,ashkenazy,4980.00567972241,0.5396341463414634,0.147953216374269,255.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/ashkenazy__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.xml,1711,1695,2.938056448213811,2.91058192853443,2.924254656325549,28,0.9470930841029628,0.9470930841029628,329,28,0.9906487434248976,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
seferhaikarimbnf740experimen,Sefer Haikarim BNF 740 experiment,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.jpg,PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815,biblia9,biblia9,5189.594018861651,0.6920731707317073,0.2163742690058479,370.0,gt,datasets/seferhaikarimbnf740experimen/gt/PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.txt,analysis_results/full_run_20260613/predictions/seferhaikarimbnf740experimen/biblia9__PNX_MANUSCRIPTS990001118700205171-1_IE51029089_FL51030815.xml,1711,1663,3.1206217792313,3.033076574436968,3.07622644864354,28,0.9641468100314524,0.9641468100314524,307,28,0.9719462302746932,1.0,True,True,True,False,True,51,full_run_20260617_selected_handwritings
