score,wer,cer,levenshtein
pll_score,0.37344359387670384,0.49812218618347054,0.9183516454805218
pll_per_pred_char,0.6568079379589594,0.42219902981120516,0.031608716745365875
pll_per_gt_char,0.6904504877212323,0.5663835132887599,0.0463678695770245
pll_per_char_mean,0.7201111318366503,0.5369038966241226,0.05077547242920357
