dataset_label,image,model_label,pll_score,pll_per_pred_char,wer,cer,levenshtein,page_weighted_wc
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,biblia9,2050.9132993523344,1.379228849598073,0.0161812297734627,0.0040214477211796,7.0,0.9777535647381248
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,vat44,2817.6211433797835,1.959402742266887,0.3268608414239482,0.0676943699731903,100.0,0.9636553847818584
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,italian 7,3264.327036325616,2.186421323727807,0.3236245954692556,0.081769436997319,121.0,0.9679664837980072
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,sephardi,3299.004635360121,2.212612096150316,0.3333333333333333,0.0878016085790884,132.0,0.9639024411379786
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,ashkenazy,3409.071992788231,2.3270115991728537,0.3592233009708738,0.0978552278820375,146.0,0.9662198146783806
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,sinai no voc 61,3855.485390368121,2.619215618456604,0.5825242718446602,0.225201072386059,334.0,0.9614317086040116
Vatican 44 Amitai Midrash Tanchuma,217_39817_default.jpg,prenumeranten,5377.673624439165,3.352664354388507,0.9967637540453076,0.564343163538874,861.0,0.6542626912885181
